-53.437225,32.24471667,24.01
-48.93194167,41.56833333,17.91223333
-55.27471667,31.50971667,20.43026667
-54.25388333,28.46083333,23.765
-51.50444167,36.94055833,14.57749167
-53.81833333,32.40805,19.01471667
-54.03611667,34.095825,17.20444167
-54.64861667,32.58498333,14.99945
-54.0225,36.3689,10.05861667
-52.45721667,37.04944167,16.46944167
-51.70860833,39.51306667,16.51028333
-52.81110833,34.59944167,14.90415833
-54.145,32.993325,14.250825
-52.22583333,37.28083333,16.91861667
-49.50361667,39.975825,17.912225
-49.16333333,44.440275,13.67915833
-51.45,38.43775833,19.16444167
-42.37138333,55.206675,4.668608333
-38.927775,59.86166667,-1.606116667
-45.31138333,54.13139167,-0.108908333
-45.92389167,52.525275,3.484458333
-42.91583333,58.82721667,-5.743883333
-44.29055833,53.46443333,0.136116667
-42.956675,56.989725,-1.116108333
-44.53555833,53.76389167,-4.137775
-42.88860833,54.77111667,-6.56055
-42.54833333,57.68389167,-3.756666667
-42.15360833,58.44610833,-3.089725
-43.337775,53.804725,-4.341941667
-44.304175,54.24026667,-5.539716667
-41.50028333,59.05860833,-2.15055
-39.14555,60.46055833,-1.646941667
-38.62833333,60.46055,-3.974433333
-40.96945,59.31720833,-1.129725
-21.46470833,61.16833333,28.13415833
-19.76331667,69.14444167,18.960275
-26.78665833,62.24360833,21.165275
-25.12610833,59.95694167,30.06694167
-24.15970833,68.20526667,15.65275833
-26.41916667,63.82250833,20.77055
-23.96916667,63.93139167,22.0636
-25.04443333,64.46221667,17.20443333
-26.800275,64.74805833,13.18915833
-23.64248333,66.81694167,18.08916667
-23.45194167,67.170825,17.177225
-25.30305,64.17639167,16.72805
-24.93555833,65.59194167,16.16999167
-21.423875,67.51111667,19.831375
-21.941125,65.85055833,20.57999167
-19.88583333,69.15805,16.26528333
-21.87305833,65.265275,19.327775
-54.00889167,37.67555,-0.081666667
-51.613325,45.03915833,-2.831108333
-54.28110833,36.790825,-1.633325
-55.23389167,35.36165,-0.163333333
-52.185,42.09916667,-7.254716667
-54.28110833,36.01500833,-1.265825
-54.0225,39.47221667,-5.0089
-52.94723333,36.12389167,-4.233041667
-52.5525,39.26805,-7.908066667
