,,,,
"Nz",-0.050000,-90.100000,0.190000
"Iz",-14.240000,87.300000,47.400000
"AR",-71.930000,0.040000,0.010000
"AL",66.590000,-0.040000,-0.010000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"Cz",-8.050000,-2.920000,134.290000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
