,,41.110000,-73.420000,88.540000
,,57.940000,-48.020000,91.840000
,,67.220000,-20.120000,93.490000
,,66.430000,8.920000,92.320000
,,55.590000,35.920000,94.090000
,,51.260000,-75.940000,60.960000
,,65.250000,-52.600000,62.830000
,,73.450000,-22.530000,65.490000
,,73.750000,8.700000,64.640000
,,61.760000,36.820000,62.390000
,,49.690000,-78.450000,30.420000
,,64.660000,-49.610000,33.070000
,,70.340000,-21.890000,34.330000
,,69.620000,7.800000,33.470000
,,61.760000,35.620000,33.420000
,,-88.400000,37.100000,80.790000
,,-95.090000,7.340000,82.830000
,,-88.980000,-23.810000,83.870000
,,-75.170000,-49.730000,83.900000
,,-55.990000,-71.960000,87.860000
,,-91.050000,30.220000,53.520000
,,-96.630000,1.580000,55.090000
,,-90.890000,-28.060000,56.300000
,,-78.320000,-54.650000,57.980000
,,-60.750000,-79.890000,57.510000
,,-87.250000,30.200000,23.600000
,,-95.870000,0.010000,24.410000
,,-84.380000,-26.740000,26.110000
,,-74.850000,-55.430000,25.800000
,,-58.250000,-81.090000,27.480000
