,,43.550000,-64.510000,89.620000
,,61.970000,-39.760000,86.960000
,,69.230000,-11.760000,82.790000
,,65.900000,17.810000,75.790000
,,55.480000,43.390000,68.780000
,,53.320000,-72.480000,61.120000
,,68.210000,-45.530000,57.290000
,,74.850000,-17.370000,53.020000
,,71.760000,12.340000,47.530000
,,63.810000,36.880000,41.740000
,,54.200000,-75.770000,31.530000
,,66.350000,-49.670000,27.870000
,,70.880000,-20.730000,23.090000
,,68.580000,6.340000,19.570000
,,65.090000,31.360000,10.770000
,,-74.110000,34.410000,75.430000
,,-82.280000,6.900000,80.190000
,,-77.600000,-23.150000,83.460000
,,-64.360000,-49.770000,86.440000
,,-43.700000,-72.890000,88.990000
,,-78.400000,28.270000,46.400000
,,-87.330000,0.140000,49.890000
,,-83.980000,-29.060000,54.290000
,,-70.180000,-54.990000,58.180000
,,-51.440000,-79.960000,62.280000
,,-76.700000,25.300000,16.360000
,,-78.710000,-3.970000,20.620000
,,-77.720000,-31.500000,24.490000
,,-67.060000,-60.350000,27.170000
,,-49.240000,-85.900000,30.430000
