,,,,
"Nz",-0.040000,-93.870000,0.020000
"Iz",-21.930000,87.410000,57.070000
"AR",-81.520000,0.030000,0.000000
"AL",62.870000,-0.030000,-0.000000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"Cz",-21.160000,1.510000,146.970000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
