,,,,
"Nz",-0.020000,-89.410000,0.120000
"Iz",-3.590000,64.650000,110.150000
"AR",-75.310000,0.010000,0.010000
"AL",69.370000,-0.010000,-0.010000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"Cz",-16.920000,-35.310000,147.690000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
