,,46.940000,-87.580000,85.950000
,,64.920000,-61.150000,87.330000
,,76.290000,-34.170000,92.490000
,,80.970000,-4.760000,95.290000
,,73.070000,21.600000,99.740000
,,53.440000,-86.390000,56.580000
,,71.890000,-58.570000,58.750000
,,80.610000,-31.490000,64.010000
,,82.930000,-3.950000,65.750000
,,74.830000,25.270000,68.790000
,,51.460000,-81.650000,23.700000
,,66.930000,-54.150000,27.280000
,,76.890000,-27.280000,30.790000
,,78.120000,-0.330000,34.250000
,,73.260000,29.420000,40.520000
,,-71.380000,33.290000,92.710000
,,-83.950000,3.520000,92.920000
,,-83.810000,-25.790000,91.180000
,,-72.850000,-54.570000,87.740000
,,-57.620000,-79.000000,87.770000
,,-74.770000,33.700000,62.530000
,,-87.020000,3.870000,60.810000
,,-85.310000,-24.160000,59.780000
,,-74.780000,-52.660000,57.830000
,,-61.590000,-78.550000,56.210000
,,-73.640000,37.660000,32.140000
,,-80.580000,7.690000,31.870000
,,-80.490000,-22.190000,30.770000
,,-72.120000,-50.570000,28.320000
,,-56.250000,-75.850000,25.710000
