,,,,
"Nz",-0.000000,-86.610000,0.000000
"Iz",-3.720000,95.280000,62.040000
"AR",-73.640000,0.000000,-0.000000
"AL",73.720000,-0.000000,0.000000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"Cz",-4.100000,-34.300000,143.410000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
