,,,,
"Nz",0.010000,-97.120000,0.020000
"Iz",-9.470000,75.990000,88.580000
"AR",-79.000000,-0.000000,-0.000000
"AL",73.080000,0.000000,0.000000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"Cz",1.530000,-24.070000,150.400000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
